,mask_criterion,seed,iteration,test_accuracy
68,random,0,18,0.1096000000834465
69,random,0,19,0.08640000224113464
70,random,0,20,0.14749999344348907
71,random,0,21,0.1014999970793724
72,random,0,22,0.11540000140666962
73,random,0,23,0.0706000030040741
74,random,0,24,0.08510000258684158
75,large_init,0,0,0.056699998676776886
76,large_init,0,1,0.053199999034404755
77,large_init,0,2,0.054099999368190765
78,large_init,0,3,0.05169999971985817
79,large_init,0,4,0.08229999989271164
80,large_init,0,5,0.07859999686479568
81,large_init,0,6,0.08709999918937683
82,large_init,0,7,0.10010000318288803
83,large_init,0,8,0.08860000222921371
84,large_init,0,9,0.08219999819993973
85,large_init,0,10,0.0763000026345253
86,large_init,0,11,0.04780000075697899
87,large_init,0,12,0.062199998646974564
88,large_init,0,13,0.06069999933242798
89,large_init,0,14,0.07670000195503235
90,large_init,0,15,0.06459999829530716
91,large_init,0,16,0.07689999788999557
92,large_init,0,17,0.08860000222921371
93,large_init,0,18,0.09390000253915787
94,large_init,0,19,0.08619999885559082
95,large_init,0,20,0.08139999955892563
96,large_init,0,21,0.08780000358819962
97,large_init,0,22,0.12150000035762787
98,large_init,0,23,0.11779999732971191
99,large_init,0,24,0.08250000327825546
100,small_init,0,0,0.056699998676776886
101,small_init,0,1,0.07670000195503235
102,small_init,0,2,0.06310000270605087
103,small_init,0,3,0.10320000350475311
104,small_init,0,4,0.11490000039339066
105,small_init,0,5,0.10409999638795853
106,small_init,0,6,0.15469999611377716
107,small_init,0,7,0.12359999865293503
108,small_init,0,8,0.12290000170469284
109,small_init,0,9,0.07419999688863754
110,small_init,0,10,0.08290000259876251
111,small_init,0,11,0.08209999650716782
112,small_init,0,12,0.07569999992847443
113,small_init,0,13,0.11509999632835388
114,small_init,0,14,0.09120000153779984
115,small_init,0,15,0.039900001138448715
116,small_init,0,16,0.09560000151395798
117,small_init,0,17,0.10040000081062317
118,small_init,0,18,0.09889999777078629
119,small_init,0,19,0.08959999680519104
120,small_init,0,20,0.09799999743700027
121,small_init,0,21,0.09799999743700027
122,small_init,0,22,0.09799999743700027
123,small_init,0,23,0.09799999743700027
124,small_init,0,24,0.09799999743700027
125,large_init_large_final,0,0,0.056699998676776886
126,large_init_large_final,0,1,0.093299999833107
127,large_init_large_final,0,2,0.10159999877214432
128,large_init_large_final,0,3,0.13030000030994415
129,large_init_large_final,0,4,0.18219999969005585
130,large_init_large_final,0,5,0.19850000739097595
131,large_init_large_final,0,6,0.21950000524520874
132,large_init_large_final,0,7,0.18639999628067017
133,large_init_large_final,0,8,0.20810000598430634
134,large_init_large_final,0,9,0.19619999825954437
135,large_init_large_final,0,10,0.2054000049829483
136,large_init_large_final,0,11,0.18520000576972961
137,large_init_large_final,0,12,0.16369999945163727
138,large_init_large_final,0,13,0.2012999951839447
139,large_init_large_final,0,14,0.20509999990463257
140,large_init_large_final,0,15,0.2093999981880188
141,large_init_large_final,0,16,0.17110000550746918
142,large_init_large_final,0,17,0.11810000240802765
143,large_init_large_final,0,18,0.10719999670982361
144,large_init_large_final,0,19,0.10350000113248825
145,large_init_large_final,0,20,0.11599999666213989
146,large_init_large_final,0,21,0.08940000087022781
147,large_init_large_final,0,22,0.09440000355243683
148,large_init_large_final,0,23,0.1623000055551529
149,large_init_large_final,0,24,0.19259999692440033
150,small_init_small_final,0,0,0.056699998676776886
151,small_init_small_final,0,1,0.08009999990463257
152,small_init_small_final,0,2,0.07490000128746033
153,small_init_small_final,0,3,0.09790000319480896
154,small_init_small_final,0,4,0.10809999704360962
155,small_init_small_final,0,5,0.12630000710487366
156,small_init_small_final,0,6,0.10700000077486038
157,small_init_small_final,0,7,0.1281999945640564
158,small_init_small_final,0,8,0.12070000171661377
159,small_init_small_final,0,9,0.09839999675750732
160,small_init_small_final,0,10,0.09239999949932098
161,small_init_small_final,0,11,0.08510000258684158
162,small_init_small_final,0,12,0.10499999672174454
163,small_init_small_final,0,13,0.13770000636577606
164,small_init_small_final,0,14,0.09709999710321426
165,small_init_small_final,0,15,0.1006999984383583
166,small_init_small_final,0,16,0.10369999706745148
167,small_init_small_final,0,17,0.11060000211000443
168,small_init_small_final,0,18,0.13449999690055847
169,small_init_small_final,0,19,0.0860000029206276
170,small_init_small_final,0,20,0.1363999992609024
171,small_init_small_final,0,21,0.0617000013589859
172,small_init_small_final,0,22,0.1509999930858612
173,small_init_small_final,0,23,0.133200004696846
174,small_init_small_final,0,24,0.09730000048875809
175,magnitude_increase,0,0,0.056699998676776886
176,magnitude_increase,0,1,0.21699999272823334
177,magnitude_increase,0,2,0.24959999322891235
178,magnitude_increase,0,3,0.3125999867916107
179,magnitude_increase,0,4,0.27379998564720154
180,magnitude_increase,0,5,0.290800005197525
181,magnitude_increase,0,6,0.33079999685287476
182,magnitude_increase,0,7,0.3474000096321106
183,magnitude_increase,0,8,0.3294999897480011
184,magnitude_increase,0,9,0.26159998774528503
185,magnitude_increase,0,10,0.21969999372959137
186,magnitude_increase,0,11,0.1777999997138977
187,magnitude_increase,0,12,0.16169999539852142
188,magnitude_increase,0,13,0.12540000677108765
189,magnitude_increase,0,14,0.16169999539852142
190,magnitude_increase,0,15,0.1639000028371811
191,magnitude_increase,0,16,0.11699999868869781
192,magnitude_increase,0,17,0.08529999852180481
193,magnitude_increase,0,18,0.06639999896287918
194,magnitude_increase,0,19,0.093299999833107
195,magnitude_increase,0,20,0.09700000286102295
196,magnitude_increase,0,21,0.08659999817609787
197,magnitude_increase,0,22,0.10289999842643738
198,magnitude_increase,0,23,0.10279999673366547
199,magnitude_increase,0,24,0.08910000324249268
200,movement,0,0,0.056699998676776886
201,movement,0,1,0.08569999784231186
202,movement,0,2,0.0738999992609024
203,movement,0,3,0.14149999618530273
204,movement,0,4,0.15129999816417694
205,movement,0,5,0.14329999685287476
206,movement,0,6,0.13529999554157257
207,movement,0,7,0.14990000426769257
208,movement,0,8,0.16009999811649323
209,movement,0,9,0.11089999973773956
210,movement,0,10,0.08609999716281891
211,movement,0,11,0.1111999973654747
212,movement,0,12,0.11169999837875366
213,movement,0,13,0.09830000251531601
214,movement,0,14,0.12099999934434891
215,movement,0,15,0.14380000531673431
216,movement,0,16,0.07440000027418137
217,movement,0,17,0.06629999727010727
218,movement,0,18,0.09049999713897705
219,movement,0,19,0.06610000133514404
220,movement,0,20,0.05939999967813492
221,movement,0,21,0.10339999943971634
222,movement,0,22,0.05009999871253967
223,movement,0,23,0.0421999990940094
224,movement,0,24,0.0560000017285347
225,large_final_diff_sign,0,0,0.056699998676776886
226,large_final_diff_sign,0,1,0.08380000293254852
227,large_final_diff_sign,0,2,0.06930000334978104
228,large_final_diff_sign,0,3,0.04529999941587448
229,large_final_diff_sign,0,4,0.05779999867081642
230,large_final_diff_sign,0,5,0.09189999848604202
231,large_final_diff_sign,0,6,0.0966000035405159
232,large_final_diff_sign,0,7,0.09610000252723694
233,large_final_diff_sign,0,8,0.09759999811649323
234,large_final_diff_sign,0,9,0.1462000012397766
235,large_final_diff_sign,0,10,0.16529999673366547
236,large_final_diff_sign,0,11,0.10620000213384628
237,large_final_diff_sign,0,12,0.08550000190734863
238,large_final_diff_sign,0,13,0.1039000004529953
239,large_final_diff_sign,0,14,0.10859999805688858
240,large_final_diff_sign,0,15,0.09740000218153
241,large_final_diff_sign,0,16,0.0632999986410141
242,large_final_diff_sign,0,17,0.10779999941587448
243,large_final_diff_sign,0,18,0.09189999848604202
244,large_final_diff_sign,0,19,0.08150000125169754
245,large_final_diff_sign,0,20,0.12290000170469284
246,large_final_diff_sign,0,21,0.0869000032544136
247,large_final_diff_sign,0,22,0.14790000021457672
248,large_final_diff_sign,0,23,0.1257999986410141
249,large_final_diff_sign,0,24,0.10970000177621841
250,large_final_same_sign,0,0,0.056699998676776886
251,large_final_same_sign,0,1,0.3797999918460846
252,large_final_same_sign,0,2,0.6545000076293945
253,large_final_same_sign,0,3,0.6991999745368958
254,large_final_same_sign,0,4,0.7271000146865845
255,large_final_same_sign,0,5,0.7631999850273132
256,large_final_same_sign,0,6,0.7455999851226807
257,large_final_same_sign,0,7,0.7001000046730042
258,large_final_same_sign,0,8,0.7251999974250793
259,large_final_same_sign,0,9,0.7404999732971191
260,large_final_same_sign,0,10,0.6396999955177307
261,large_final_same_sign,0,11,0.6126999855041504
262,large_final_same_sign,0,12,0.49149999022483826
263,large_final_same_sign,0,13,0.43630000948905945
264,large_final_same_sign,0,14,0.3433000147342682
265,large_final_same_sign,0,15,0.28600001335144043
266,large_final_same_sign,0,16,0.21119999885559082
267,large_final_same_sign,0,17,0.21150000393390656
268,large_final_same_sign,0,18,0.13740000128746033
269,large_final_same_sign,0,19,0.1615000069141388
270,large_final_same_sign,0,20,0.11969999969005585
271,large_final_same_sign,0,21,0.0925000011920929
272,large_final_same_sign,0,22,0.09809999912977219
273,large_final_same_sign,0,23,0.09799999743700027
274,large_final_same_sign,0,24,0.09740000218153
275,magnitude_increase_diff_sign,0,0,0.056699998676776886
276,magnitude_increase_diff_sign,0,1,0.06909999996423721
277,magnitude_increase_diff_sign,0,2,0.054499998688697815
278,magnitude_increase_diff_sign,0,3,0.03669999912381172
279,magnitude_increase_diff_sign,0,4,0.07440000027418137
280,magnitude_increase_diff_sign,0,5,0.09149999916553497
281,magnitude_increase_diff_sign,0,6,0.09740000218153
282,magnitude_increase_diff_sign,0,7,0.09740000218153
283,magnitude_increase_diff_sign,0,8,0.11460000276565552
284,magnitude_increase_diff_sign,0,9,0.09860000014305115
285,magnitude_increase_diff_sign,0,10,0.09449999779462814
286,magnitude_increase_diff_sign,0,11,0.09939999878406525
287,magnitude_increase_diff_sign,0,12,0.11259999871253967
288,magnitude_increase_diff_sign,0,13,0.1581999957561493
289,magnitude_increase_diff_sign,0,14,0.09459999948740005
290,magnitude_increase_diff_sign,0,15,0.11999999731779099
291,magnitude_increase_diff_sign,0,16,0.09610000252723694
292,magnitude_increase_diff_sign,0,17,0.11320000141859055
293,magnitude_increase_diff_sign,0,18,0.03869999945163727
294,magnitude_increase_diff_sign,0,19,0.0697999969124794
295,magnitude_increase_diff_sign,0,20,0.08940000087022781
296,magnitude_increase_diff_sign,0,21,0.11299999803304672
297,magnitude_increase_diff_sign,0,22,0.13449999690055847
298,magnitude_increase_diff_sign,0,23,0.11429999768733978
299,magnitude_increase_diff_sign,0,24,0.09960000216960907
300,magnitude_increase_same_sign,0,0,0.056699998676776886
301,magnitude_increase_same_sign,0,1,0.23430000245571136
302,magnitude_increase_same_sign,0,2,0.5543000102043152
303,magnitude_increase_same_sign,0,3,0.6945000290870667
304,magnitude_increase_same_sign,0,4,0.7529000043869019
305,magnitude_increase_same_sign,0,5,0.7300999760627747
306,magnitude_increase_same_sign,0,6,0.7760000228881836
307,magnitude_increase_same_sign,0,7,0.7512000203132629
308,magnitude_increase_same_sign,0,8,0.7825000286102295
309,magnitude_increase_same_sign,0,9,0.7242000102996826
310,magnitude_increase_same_sign,0,10,0.6503999829292297
311,magnitude_increase_same_sign,0,11,0.6207000017166138
312,magnitude_increase_same_sign,0,12,0.4821999967098236
313,magnitude_increase_same_sign,0,13,0.36980000138282776
314,magnitude_increase_same_sign,0,14,0.3352000117301941
315,magnitude_increase_same_sign,0,15,0.25
316,magnitude_increase_same_sign,0,16,0.27959999442100525
317,magnitude_increase_same_sign,0,17,0.2492000013589859
318,magnitude_increase_same_sign,0,18,0.1800999939441681
319,magnitude_increase_same_sign,0,19,0.18289999663829803
320,magnitude_increase_same_sign,0,20,0.15330000221729279
321,magnitude_increase_same_sign,0,21,0.09749999642372131
322,magnitude_increase_same_sign,0,22,0.10040000081062317
323,magnitude_increase_same_sign,0,23,0.10189999639987946
324,magnitude_increase_same_sign,0,24,0.09799999743700027
325,large_final,1,0,0.11020000278949738
326,large_final,1,1,0.14350000023841858
327,large_final,1,2,0.31139999628067017
328,large_final,1,3,0.38670000433921814
329,large_final,1,4,0.3935999870300293
330,large_final,1,5,0.4189999997615814
331,large_final,1,6,0.399399995803833
332,large_final,1,7,0.45010000467300415
333,large_final,1,8,0.40529999136924744
334,large_final,1,9,0.37770000100135803
335,large_final,1,10,0.4099000096321106
336,large_final,1,11,0.25440001487731934
337,large_final,1,12,0.1834000051021576
338,large_final,1,13,0.17659999430179596
339,large_final,1,14,0.181099995970726
340,large_final,1,15,0.14470000565052032
341,large_final,1,16,0.14790000021457672
342,large_final,1,17,0.1256999969482422
343,large_final,1,18,0.11590000241994858
344,large_final,1,19,0.10260000079870224
345,large_final,1,20,0.07500000298023224
346,large_final,1,21,0.07400000095367432
347,large_final,1,22,0.09279999881982803
348,large_final,1,23,0.058800000697374344
349,large_final,1,24,0.061400000005960464
350,small_final,1,0,0.11020000278949738
351,small_final,1,1,0.06440000236034393
352,small_final,1,2,0.08139999955892563
353,small_final,1,3,0.08969999849796295
354,small_final,1,4,0.057999998331069946
355,small_final,1,5,0.08219999819993973
356,small_final,1,6,0.0568000003695488
357,small_final,1,7,0.05350000038743019
358,small_final,1,8,0.07980000227689743
359,small_final,1,9,0.1216999962925911
360,small_final,1,10,0.07620000094175339
361,small_final,1,11,0.0786999985575676
362,small_final,1,12,0.08229999989271164
363,small_final,1,13,0.0885000005364418
364,small_final,1,14,0.09719999879598618
365,small_final,1,15,0.08860000222921371
366,small_final,1,16,0.11349999904632568
367,small_final,1,17,0.07859999686479568
368,small_final,1,18,0.09839999675750732
369,small_final,1,19,0.11819999665021896
370,small_final,1,20,0.0982000008225441
371,small_final,1,21,0.1023000031709671
372,small_final,1,22,0.08290000259876251
373,small_final,1,23,0.0731000006198883
374,small_final,1,24,0.08669999986886978
375,random,1,0,0.11020000278949738
376,random,1,1,0.16140000522136688
377,random,1,2,0.14229999482631683
378,random,1,3,0.09380000084638596
379,random,1,4,0.11749999970197678
380,random,1,5,0.10819999873638153
381,random,1,6,0.12319999933242798
382,random,1,7,0.09369999915361404
383,random,1,8,0.07109999656677246
384,random,1,9,0.10379999876022339
385,random,1,10,0.09019999951124191
386,random,1,11,0.09610000252723694
387,random,1,12,0.059700001031160355
388,random,1,13,0.09960000216960907
389,random,1,14,0.1014999970793724
390,random,1,15,0.0940999984741211
391,random,1,16,0.10450000315904617
392,random,1,17,0.09560000151395798
393,random,1,18,0.0706000030040741
394,random,1,19,0.07249999791383743
395,random,1,20,0.0722000002861023
396,random,1,21,0.12110000103712082
397,random,1,22,0.13439999520778656
398,random,1,23,0.12389999628067017
399,random,1,24,0.08299999684095383
400,large_init,1,0,0.11020000278949738
401,large_init,1,1,0.11620000004768372
402,large_init,1,2,0.10779999941587448
403,large_init,1,3,0.12150000035762787
404,large_init,1,4,0.12269999831914902
405,large_init,1,5,0.11550000309944153
406,large_init,1,6,0.08829999715089798
407,large_init,1,7,0.09309999644756317
408,large_init,1,8,0.1088000014424324
409,large_init,1,9,0.11969999969005585
410,large_init,1,10,0.13600000739097595
411,large_init,1,11,0.11490000039339066
412,large_init,1,12,0.10019999742507935
413,large_init,1,13,0.08240000158548355
414,large_init,1,14,0.07519999891519547
415,large_init,1,15,0.09109999984502792
416,large_init,1,16,0.10300000011920929
417,large_init,1,17,0.09300000220537186
418,large_init,1,18,0.0860000029206276
419,large_init,1,19,0.10029999911785126
420,large_init,1,20,0.09449999779462814
421,large_init,1,21,0.06650000065565109
422,large_init,1,22,0.06840000301599503
423,large_init,1,23,0.09740000218153
424,large_init,1,24,0.060100000351667404
425,small_init,1,0,0.11020000278949738
426,small_init,1,1,0.08420000225305557
427,small_init,1,2,0.1039000004529953
428,small_init,1,3,0.07000000029802322
429,small_init,1,4,0.10000000149011612
430,small_init,1,5,0.0860000029206276
431,small_init,1,6,0.08579999953508377
432,small_init,1,7,0.0877000018954277
433,small_init,1,8,0.11309999972581863
434,small_init,1,9,0.11249999701976776
435,small_init,1,10,0.11749999970197678
436,small_init,1,11,0.07199999690055847
437,small_init,1,12,0.11749999970197678
438,small_init,1,13,0.08370000123977661
439,small_init,1,14,0.09799999743700027
440,small_init,1,15,0.09570000320672989
441,small_init,1,16,0.0560000017285347
442,small_init,1,17,0.09290000051259995
443,small_init,1,18,0.0940999984741211
444,small_init,1,19,0.09809999912977219
445,small_init,1,20,0.09799999743700027
446,small_init,1,21,0.09799999743700027
447,small_init,1,22,0.09799999743700027
448,small_init,1,23,0.09799999743700027
449,small_init,1,24,0.09799999743700027
450,large_init_large_final,1,0,0.11020000278949738
451,large_init_large_final,1,1,0.13840000331401825
452,large_init_large_final,1,2,0.15479999780654907
453,large_init_large_final,1,3,0.27720001339912415
454,large_init_large_final,1,4,0.30149999260902405
455,large_init_large_final,1,5,0.30550000071525574
456,large_init_large_final,1,6,0.30709999799728394
457,large_init_large_final,1,7,0.2565999925136566
458,large_init_large_final,1,8,0.26429998874664307
459,large_init_large_final,1,9,0.24869999289512634
460,large_init_large_final,1,10,0.3156999945640564
461,large_init_large_final,1,11,0.3102000057697296
462,large_init_large_final,1,12,0.2924000024795532
463,large_init_large_final,1,13,0.3037000000476837
464,large_init_large_final,1,14,0.19220000505447388
465,large_init_large_final,1,15,0.20350000262260437
466,large_init_large_final,1,16,0.15279999375343323
467,large_init_large_final,1,17,0.18770000338554382
468,large_init_large_final,1,18,0.15289999544620514
469,large_init_large_final,1,19,0.1534000039100647
470,large_init_large_final,1,20,0.14409999549388885
471,large_init_large_final,1,21,0.09629999846220016
472,large_init_large_final,1,22,0.0551999993622303
473,large_init_large_final,1,23,0.08669999986886978
474,large_init_large_final,1,24,0.09669999778270721
475,small_init_small_final,1,0,0.11020000278949738
476,small_init_small_final,1,1,0.05640000104904175
477,small_init_small_final,1,2,0.07819999754428864
478,small_init_small_final,1,3,0.0843999981880188
479,small_init_small_final,1,4,0.08889999985694885
480,small_init_small_final,1,5,0.0737999975681305
481,small_init_small_final,1,6,0.07689999788999557
482,small_init_small_final,1,7,0.09449999779462814
483,small_init_small_final,1,8,0.08669999986886978
484,small_init_small_final,1,9,0.06390000134706497
485,small_init_small_final,1,10,0.08399999886751175
486,small_init_small_final,1,11,0.10119999945163727
487,small_init_small_final,1,12,0.09040000289678574
488,small_init_small_final,1,13,0.11500000208616257
489,small_init_small_final,1,14,0.13349999487400055
490,small_init_small_final,1,15,0.10639999806880951
491,small_init_small_final,1,16,0.12250000238418579
492,small_init_small_final,1,17,0.09650000184774399
493,small_init_small_final,1,18,0.11169999837875366
494,small_init_small_final,1,19,0.06930000334978104
495,small_init_small_final,1,20,0.1062999963760376
496,small_init_small_final,1,21,0.1251000016927719
497,small_init_small_final,1,22,0.13359999656677246
498,small_init_small_final,1,23,0.11479999870061874
499,small_init_small_final,1,24,0.15559999644756317
500,magnitude_increase,1,0,0.11020000278949738
501,magnitude_increase,1,1,0.21610000729560852
502,magnitude_increase,1,2,0.3416999876499176
503,magnitude_increase,1,3,0.3504999876022339
504,magnitude_increase,1,4,0.2948000133037567
505,magnitude_increase,1,5,0.3621000051498413
506,magnitude_increase,1,6,0.36649999022483826
507,magnitude_increase,1,7,0.34599998593330383
508,magnitude_increase,1,8,0.27399998903274536
509,magnitude_increase,1,9,0.23190000653266907
510,magnitude_increase,1,10,0.20559999346733093
511,magnitude_increase,1,11,0.21619999408721924
512,magnitude_increase,1,12,0.15189999341964722
513,magnitude_increase,1,13,0.16859999299049377
514,magnitude_increase,1,14,0.12439999729394913
515,magnitude_increase,1,15,0.12540000677108765
516,magnitude_increase,1,16,0.15129999816417694
517,magnitude_increase,1,17,0.1054999977350235
518,magnitude_increase,1,18,0.05770000070333481
519,magnitude_increase,1,19,0.050200000405311584
520,magnitude_increase,1,20,0.05490000173449516
521,magnitude_increase,1,21,0.08569999784231186
522,magnitude_increase,1,22,0.14010000228881836
523,magnitude_increase,1,23,0.07680000364780426
524,magnitude_increase,1,24,0.052299998700618744
525,movement,1,0,0.11020000278949738
526,movement,1,1,0.2071000039577484
527,movement,1,2,0.16269999742507935
528,movement,1,3,0.17820000648498535
529,movement,1,4,0.1678999960422516
530,movement,1,5,0.14229999482631683
531,movement,1,6,0.15060000121593475
532,movement,1,7,0.17880000174045563
533,movement,1,8,0.15539999306201935
534,movement,1,9,0.16859999299049377
535,movement,1,10,0.1378999948501587
536,movement,1,11,0.12200000137090683
537,movement,1,12,0.08269999921321869
538,movement,1,13,0.1062999963760376
539,movement,1,14,0.10859999805688858
540,movement,1,15,0.09719999879598618
541,movement,1,16,0.10019999742507935
542,movement,1,17,0.10909999907016754
543,movement,1,18,0.09510000050067902
544,movement,1,19,0.08089999854564667
545,movement,1,20,0.12759999930858612
546,movement,1,21,0.10999999940395355
547,movement,1,22,0.13699999451637268
548,movement,1,23,0.03830000013113022
549,movement,1,24,0.05660000070929527
550,large_final_diff_sign,1,0,0.11020000278949738
551,large_final_diff_sign,1,1,0.07329999655485153
552,large_final_diff_sign,1,2,0.03920000046491623
553,large_final_diff_sign,1,3,0.06689999997615814
554,large_final_diff_sign,1,4,0.10450000315904617
555,large_final_diff_sign,1,5,0.10610000044107437
556,large_final_diff_sign,1,6,0.13410000503063202
557,large_final_diff_sign,1,7,0.07039999961853027
558,large_final_diff_sign,1,8,0.1128000020980835
559,large_final_diff_sign,1,9,0.11270000040531158
560,large_final_diff_sign,1,10,0.09830000251531601
561,large_final_diff_sign,1,11,0.09790000319480896
562,large_final_diff_sign,1,12,0.10170000046491623
563,large_final_diff_sign,1,13,0.10080000013113022
564,large_final_diff_sign,1,14,0.09549999982118607
565,large_final_diff_sign,1,15,0.11320000141859055
566,large_final_diff_sign,1,16,0.06949999928474426
567,large_final_diff_sign,1,17,0.07680000364780426
568,large_final_diff_sign,1,18,0.10639999806880951
569,large_final_diff_sign,1,19,0.10599999874830246
570,large_final_diff_sign,1,20,0.10119999945163727
571,large_final_diff_sign,1,21,0.10819999873638153
572,large_final_diff_sign,1,22,0.10869999974966049
573,large_final_diff_sign,1,23,0.10580000281333923
574,large_final_diff_sign,1,24,0.10409999638795853
575,large_final_same_sign,1,0,0.11020000278949738
576,large_final_same_sign,1,1,0.5027999877929688
577,large_final_same_sign,1,2,0.7325000166893005
578,large_final_same_sign,1,3,0.7795000076293945
579,large_final_same_sign,1,4,0.8059999942779541
580,large_final_same_sign,1,5,0.7786999940872192
581,large_final_same_sign,1,6,0.7501999735832214
582,large_final_same_sign,1,7,0.756600022315979
583,large_final_same_sign,1,8,0.7461000084877014
584,large_final_same_sign,1,9,0.7260000109672546
585,large_final_same_sign,1,10,0.652899980545044
586,large_final_same_sign,1,11,0.599399983882904
587,large_final_same_sign,1,12,0.4652999937534332
588,large_final_same_sign,1,13,0.30399999022483826
589,large_final_same_sign,1,14,0.2410999983549118
590,large_final_same_sign,1,15,0.2533999979496002
591,large_final_same_sign,1,16,0.20890000462532043
592,large_final_same_sign,1,17,0.18770000338554382
593,large_final_same_sign,1,18,0.19269999861717224
594,large_final_same_sign,1,19,0.11699999868869781
595,large_final_same_sign,1,20,0.1177000030875206
596,large_final_same_sign,1,21,0.07980000227689743
597,large_final_same_sign,1,22,0.07670000195503235
598,large_final_same_sign,1,23,0.06340000033378601
599,large_final_same_sign,1,24,0.09589999914169312
600,magnitude_increase_diff_sign,1,0,0.11020000278949738
601,magnitude_increase_diff_sign,1,1,0.09390000253915787
602,magnitude_increase_diff_sign,1,2,0.06390000134706497
603,magnitude_increase_diff_sign,1,3,0.06120000034570694
604,magnitude_increase_diff_sign,1,4,0.10010000318288803
605,magnitude_increase_diff_sign,1,5,0.10530000180006027
606,magnitude_increase_diff_sign,1,6,0.09839999675750732
607,magnitude_increase_diff_sign,1,7,0.0949999988079071
608,magnitude_increase_diff_sign,1,8,0.11580000072717667
609,magnitude_increase_diff_sign,1,9,0.13699999451637268
610,magnitude_increase_diff_sign,1,10,0.13279999792575836
611,magnitude_increase_diff_sign,1,11,0.09799999743700027
612,magnitude_increase_diff_sign,1,12,0.10520000010728836
613,magnitude_increase_diff_sign,1,13,0.0982000008225441
614,magnitude_increase_diff_sign,1,14,0.10930000245571136
615,magnitude_increase_diff_sign,1,15,0.09880000352859497
616,magnitude_increase_diff_sign,1,16,0.10490000247955322
617,magnitude_increase_diff_sign,1,17,0.09000000357627869
618,magnitude_increase_diff_sign,1,18,0.09749999642372131
619,magnitude_increase_diff_sign,1,19,0.11739999800920486
620,magnitude_increase_diff_sign,1,20,0.09120000153779984
621,magnitude_increase_diff_sign,1,21,0.0729999989271164
622,magnitude_increase_diff_sign,1,22,0.09309999644756317
623,magnitude_increase_diff_sign,1,23,0.06159999966621399
624,magnitude_increase_diff_sign,1,24,0.06440000236034393
625,magnitude_increase_same_sign,1,0,0.11020000278949738
626,magnitude_increase_same_sign,1,1,0.23090000450611115
627,magnitude_increase_same_sign,1,2,0.6420000195503235
628,magnitude_increase_same_sign,1,3,0.8011999726295471
629,magnitude_increase_same_sign,1,4,0.8284000158309937
630,magnitude_increase_same_sign,1,5,0.7710999846458435
631,magnitude_increase_same_sign,1,6,0.7560999989509583
632,magnitude_increase_same_sign,1,7,0.7731000185012817
633,magnitude_increase_same_sign,1,8,0.7524999976158142
634,magnitude_increase_same_sign,1,9,0.6938999891281128
635,magnitude_increase_same_sign,1,10,0.5813999772071838
636,magnitude_increase_same_sign,1,11,0.414900004863739
637,magnitude_increase_same_sign,1,12,0.31290000677108765
